@relation train1.5.txt

@attribute Area numeric
@attribute Perim. numeric
@attribute Major numeric
@attribute Minor numeric
@attribute Angle numeric
@attribute target {rods,puntcua,networks}

@data
42.3,48.6,10.8,4.99,54.2,rods
45.6,30.6,13.1,4.43,23.4,rods
86.2,66.8,18.6,5.91,27.6,rods
43.9,40.9,7.98,7.01,22.2,rods
45.6,51.9,12.2,4.76,30.9,rods
93,94.3,12.9,9.21,113,rods
132,83.6,24.3,6.9,39.1,networks
155,103,27.3,7.26,156,networks
96.3,83.3,20.9,5.87,62.4,rods
99.7,78.4,19.8,6.4,11.6,rods
42.3,33.5,12.6,4.25,4.77,rods
45.6,55.7,10.1,5.74,73.1,rods
42.3,47.2,12.5,4.32,178,rods
82.8,95.1,20.4,5.17,75.3,rods
87.9,72.9,16.4,6.83,67.7,rods
59.2,53.9,18.3,4.12,83.5,rods
74.4,64.9,21.2,4.47,86.2,rods
52.4,41.7,11.8,5.66,139,rods
86.2,76,20.3,5.41,41.3,rods
49,42.4,12.3,5.09,81.1,rods
89.6,68.6,12,9.53,137,rods
55.8,59,16.3,4.37,18,rods
62.5,51.6,14.7,5.42,8.41,rods
45.6,61.6,12.3,4.73,39.1,rods
72.7,84.7,19.9,4.64,42.1,rods
79.4,60.8,13.9,7.29,175,rods
49,52.4,9.86,6.33,84.5,rods
52.4,40.1,10.2,6.52,84.6,rods
45.6,52.4,13.6,4.28,84.3,rods
49,51.6,14.3,4.35,4.66,rods
54.1,43.8,13.7,5.02,4.3,rods
145,140,19,9.76,56.6,networks
71,81.8,19.6,4.61,46,rods
142,123,24.4,7.39,159,networks
120,102,13.6,11.3,22.4,networks
110,78.9,19.8,7.08,137,rods
76.1,64.5,13.1,7.4,128,rods
42.3,34.3,13.7,3.93,151,rods
62.5,41.3,15.1,5.27,69.7,rods
77.7,50.8,15.1,6.57,155,rods
84.5,65.6,11.9,9.05,64.8,rods
82.8,82.5,19.4,5.43,77.8,rods
43.9,39.1,10.5,5.32,69.3,rods
65.9,46.1,13.4,6.28,28.9,rods
55.8,45.3,11.3,6.26,106,rods
64.2,47.2,15.6,5.23,106,rods
132,95.1,19.2,8.73,42,networks
101,62.3,20.5,6.29,39.6,rods
49,62.6,11.3,5.54,178,rods
79.4,76.6,13.2,7.68,81.9,rods
82.8,43.2,17.6,5.97,19.2,rods
67.6,53.4,15.6,5.53,37.2,rods
50.7,52.1,13.6,4.73,153,rods
59.2,42.7,11.6,6.49,19.5,rods
69.3,55.3,16.5,5.35,95.7,rods
77.7,64.2,13.4,7.37,75.9,rods
113,71.5,17.5,8.25,159,rods
79.4,84.1,12.7,7.96,68.6,rods
42.3,41.7,9.44,5.7,110,rods
91.3,85.5,19.4,5.99,139,rods
55.8,54.5,11.9,5.95,28.7,rods
54.1,60,14.2,4.84,179,rods
52.4,44.6,13.4,5,56.7,rods
112,86.5,28.4,5.01,50.1,rods
103,79.6,19.4,6.76,75.6,rods
45.6,49.8,13.9,4.18,170,rods
59.2,47.9,12.3,6.11,23,rods
98,85.1,30,4.16,25.9,rods
81.1,42.7,12.7,8.13,67,rods
74.4,61.1,16.9,5.59,10.2,rods
69.3,56,14.5,6.08,170,rods
54.1,45,14.1,4.87,179,rods
76.1,66.8,20.1,4.82,26.3,rods
120,104,20,7.66,21.4,networks
45.6,41.7,12.9,4.51,139,rods
60.8,51.6,16.2,4.77,52.4,rods
76.1,75.2,21.7,4.45,21.5,rods
99.7,99.5,14.1,9.02,128,rods
123,109,28.8,5.46,109,networks
99.7,74.9,25.5,4.97,88.2,rods
55.8,52.4,14.1,5.05,147,rods
82.8,79.3,13.3,7.94,61.8,rods
55.8,52.4,10.7,6.63,111,rods
59.2,45,18.3,4.12,65.7,rods
57.5,47.2,13.5,5.42,54.3,rods
69.3,57.1,15.3,5.78,102,rods
47.3,46.5,11.9,5.07,150,rods
52.4,59.3,16,4.17,20.6,rods
50.7,38.3,10.7,6.02,33.4,rods
45.6,47.5,11.9,4.87,19.1,rods
64.2,47.9,15.5,5.27,41.2,rods
64.2,46.1,13.3,6.14,78.1,rods
49,39.8,14.8,4.21,50.4,rods
47.3,37.7,14.1,4.27,177,rods
139,112,22.6,7.81,67.6,networks
71,60.2,15.8,5.73,89.4,rods
50.7,43.2,11.2,5.76,159,rods
74.4,48.7,14,6.77,176,rods
112,68.9,19.1,7.43,53.3,rods
72.7,59.1,18.8,4.92,110,rods
81.1,78.1,25.8,4,44.8,rods
98,76.3,27.2,4.59,133,rods
55.8,51.2,13.6,5.23,53.7,rods
52.4,48.7,12.4,5.37,156,rods
112,90,15.8,9,176,rods
43.9,40.6,12.7,4.41,39.5,rods
50.7,50.1,14.3,4.51,33,rods
47.3,38,9.72,6.2,143,rods
77.7,86.7,18.9,5.23,141,rods
62.5,61.6,10.7,7.43,23.1,rods
87.9,110,17.6,6.36,32.2,rods
42.3,38.7,14.2,3.8,60.2,rods
57.5,57.4,12.1,6.04,45,rods
43.9,50.1,12.8,4.36,44.5,rods
81.1,55.4,23.9,4.33,107,rods
65.9,54.5,14.5,5.79,45.5,rods
57.5,47.6,17.4,4.2,87.7,rods
117,103,19.9,7.44,22.4,networks
76.1,53.4,14.4,6.71,20.6,rods
55.8,46.9,15.5,4.57,153,rods
57.5,49.3,12,6.12,45.7,rods
59.2,49.8,18.8,4.01,31,rods
55.8,51.9,14.9,4.78,51.5,rods
77.7,51.6,17.3,5.72,113,rods
86.2,85.5,23.7,4.64,51,rods
54.1,64.2,9.02,7.63,13.1,rods
57.5,48.4,18.9,3.88,10.7,rods
67.6,67.4,14,6.15,66.4,rods
43.9,28,10.6,5.26,32.8,rods
155,119,19.1,10.3,26.8,networks
123,140,20.8,7.57,3.4,networks
174,147,32.7,6.79,96.1,networks
60.8,58.2,16.8,4.62,159,rods
62.5,51.3,15.1,5.26,175,rods
50.7,39.1,14.2,4.53,36.1,rods
54.1,59,11,6.28,20.2,rods
64.2,44.3,16.7,4.9,173,rods
71,57.1,16.5,5.49,163,rods
72.7,90.7,17.1,5.41,179,rods
72.7,53.9,19.8,4.66,85.5,rods
87.9,73.7,15.3,7.3,139,rods
132,91.7,29.2,5.74,125,networks
174,134,24.8,8.94,39.2,networks
65.9,51,18.3,4.59,178,rods
117,112,17.2,8.64,123,networks
67.6,57.9,12.2,7.04,144,rods
62.5,53.4,15.4,5.18,110,rods
49,46.1,14.8,4.22,19.1,rods
60.8,51.9,12.3,6.29,168,rods
79.4,57.4,18,5.63,28.7,rods
57.5,55.3,18.7,3.92,102,rods
72.7,70.8,21.1,4.39,92.5,rods
154,114,19.9,9.85,175,networks
72.7,55.6,14.7,6.31,178,rods
113,103,25.8,5.58,160,networks
115,87.7,23.7,6.17,177,networks
64.2,42,10.8,7.59,163,rods
52.4,39.1,16.2,4.11,150,rods
62.5,46.9,14,5.68,140,rods
147,109,27,6.93,42.8,networks
55.8,60.5,17.3,4.09,11.5,rods
94.6,63.8,26.2,4.59,61.1,rods
98,57.4,22.8,5.47,141,rods
89.6,87.6,19.3,5.91,53.9,rods
84.5,66.8,20.2,5.34,118,rods
42.3,35.7,11.1,4.86,26.6,rods
62.5,68.9,19.6,4.07,53.3,rods
67.6,42,12.7,6.78,34.6,rods
59.2,45.6,15.4,4.88,60.8,rods
105,54.5,24.8,5.38,52.8,rods
50.7,47.9,15.5,4.17,88.3,rods
134,74.4,30.2,5.63,29.6,rods
43.9,44.6,12.3,4.56,46.4,rods
57.5,40.6,16.6,4.42,62.7,rods
50.7,49.8,17.6,3.66,75.2,rods
52.4,39.8,12.5,5.36,114,rods
52.4,60.8,19.4,3.44,66.3,rods
47.3,36.5,9.69,6.22,174,rods
91.3,61.4,24.7,4.7,88.9,rods
47.3,36.1,12.4,4.84,74.1,rods
57.5,41.2,15.2,4.81,42.5,rods
43.9,36.9,16.1,3.47,168,rods
47.3,28.5,12.6,4.8,4.95,rods
43.9,29.4,10.3,5.43,42.2,rods
82.8,57.9,15.4,6.83,108,rods
122,95.7,17.1,9.06,138,networks
134,112,23.2,7.34,84.9,networks
122,48.7,14.7,10.5,84.1,rods
115,74.4,25.5,5.74,44.9,rods
54.1,38,14.1,4.87,46.4,rods
117,76.7,13.1,11.3,122,rods
91.3,73.4,16.7,6.94,26.7,rods
57.5,51.2,14.6,5.01,30.5,rods
60.8,51.6,17.3,4.47,21,rods
62.5,51.9,12.5,6.37,130,rods
42.3,34.6,13.2,4.08,29.2,rods
67.6,47.2,15.1,5.71,111,rods
47.3,38.3,12.8,4.69,121,rods
94.6,73.7,12.7,9.46,73.2,rods
47.3,41,13.1,4.59,4.78,rods
69.3,49,19.4,4.54,61.9,rods
72.7,56.5,15.3,6.04,28.4,rods
54.1,47.2,11.7,5.87,159,rods
69.3,53.1,17.5,5.03,31.9,rods
91.3,69.7,17.9,6.47,38.7,rods
47.3,48.7,15.2,3.95,29.1,rods
42.3,48.6,10.8,4.99,54.2,rods
43.9,30.6,13.3,4.2,23.7,rods
81.1,66.8,18.4,5.61,27.7,rods
42.3,40.9,7.78,6.92,22.2,rods
79.4,72.3,12.9,7.85,101,rods
125,81.8,24.6,6.47,39,networks
147,95.9,25.7,7.29,156,networks
94.6,74.7,19.3,6.25,9.37,rods
72.7,58.2,12.8,7.2,40.1,rods
42.3,47.2,12.5,4.32,178,rods
60.8,70.4,22.7,3.41,73.1,rods
84.5,75.5,15.9,6.75,67.8,rods
55.8,53.1,17.6,4.04,83.8,rods
50.7,38.3,10,6.45,135,rods
69.3,57.6,19.9,4.43,86.6,rods
43.9,37.2,12.6,4.45,130,rods
49,42.4,12.3,5.09,81.1,rods
84.5,63.1,11.8,9.12,136,rods
59.2,53.4,14,5.38,10.4,rods
76.1,60,13.1,7.41,174,rods
49,36.5,10.1,6.16,93.4,rods
43.9,52.4,13.3,4.22,84.5,rods
43.9,48.7,14.3,3.9,4.27,rods
128,130,18.9,8.68,57.8,networks
49,39.1,13.3,4.68,1.13,rods
117,102,13.5,11,23.9,networks
106,76.7,19.5,6.94,137,rods
130,116,23.8,6.97,158,networks
72.7,65.6,12.8,7.2,127,rods
60.8,40.6,14.6,5.3,69.9,rods
77.7,50.8,15.1,6.57,155,rods
81.1,66.3,11.6,8.87,65.9,rods
79.4,82.5,19.3,5.23,77.7,rods
60.8,49,12.5,6.18,28.3,rods
49,38,10.3,6.03,120,rods
60.8,46.1,15.1,5.14,108,rods
130,95.1,19.1,8.67,42,networks
99.7,61.6,20.6,6.17,40.1,rods
76.1,76.6,12.9,7.5,84.1,rods
81.1,44.3,17.7,5.84,19.4,rods
64.2,53.4,15.3,5.34,37.6,rods
62.5,47.2,12,6.62,20.6,rods
65.9,51.6,15.9,5.26,95.3,rods
72.7,63.4,13,7.13,70.8,rods
87.9,91.7,14.9,7.5,159,rods
43.9,40.9,9.1,6.15,36.9,rods
52.4,44.6,13.4,5,56.7,rods
45.6,48.2,17,3.42,42.2,rods
164,133,19.1,10.9,37.2,networks
50.7,54.7,14.6,4.43,25.9,rods
101,79.6,19.3,6.7,76.1,rods
43.9,48.7,13.7,4.09,171,rods
52.4,46.9,11.6,5.74,21.2,rods
93,84.4,29.6,4,25.7,rods
79.4,42.7,12.4,8.17,64.5,rods
69.3,54.5,17.8,4.97,10.5,rods
52.4,45,13.9,4.78,178,rods
69.3,66.8,18.8,4.68,26.1,rods
59.2,53.4,11.2,6.71,108,rods
110,98.9,19.2,7.29,22.3,rods
43.9,41.7,12.7,4.41,138,rods
59.2,51.6,16,4.69,51.7,rods
74.4,71.5,21.1,4.48,22,rods
115,98.1,28.7,5.09,110,networks
94.6,76,24.8,4.86,88.9,rods
69.3,68.6,15.2,5.79,144,rods
55.8,52.4,14.1,5.05,147,rods
82.8,79.3,13.3,7.94,61.8,rods
54.1,50.5,10.8,6.36,108,rods
55.8,45,18.1,3.91,66.1,rods
55.8,43.5,13.1,5.42,52.8,rods
67.6,58.2,15,5.73,102,rods
47.3,46.5,11.9,5.07,150,rods
42.3,40.1,11.8,4.55,18.7,rods
105,96.9,23.4,5.71,80.4,rods
50.7,38.3,10.7,6.02,33.4,rods
42.3,49.3,11.2,4.79,19.2,rods
59.2,49.8,15.1,4.99,41,rods
62.5,44.3,13.3,5.97,78.4,rods
49,39.8,14.8,4.21,50.4,rods
47.3,37.7,14.1,4.27,177,rods
135,110,22.2,7.76,67.2,networks
69.3,61.2,15.7,5.63,89.9,rods
49,44.3,11,5.68,157,rods
71,46.1,13.3,6.8,177,rods
99.7,72.6,18,7.06,54.1,rods
144,136,22.7,8.05,78.5,networks
77.7,78.1,25.6,3.87,44.5,rods
94.6,75.5,27.5,4.38,133,rods
71,56.5,18.8,4.81,111,rods
52.4,53.8,13.1,5.08,53.7,rods
105,87.4,15.2,8.75,176,rods
49,49,14.5,4.31,32,rods
45.6,34.3,10.1,5.74,142,rods
74.4,80.4,18.4,5.14,141,rods
52.4,44.6,10.1,6.63,66.4,rods
57.5,64.5,19.2,3.81,46.8,rods
42.3,52.7,12.6,4.26,44.4,rods
93,83.3,21,5.64,2.6,rods
76.1,54.7,23.6,4.11,107,rods
55.8,39.5,15.8,4.49,5.43,rods
55.8,45.8,16.9,4.21,87.7,rods
103,83.8,19.1,6.86,24.4,rods
72.7,50.8,14.7,6.3,17.7,rods
54.1,43.2,16.1,4.27,155,rods
57.5,49.3,12,6.12,45.7,rods
94.6,71.5,25.9,4.65,151,rods
77.7,51.6,17.3,5.72,113,rods
55.8,48.4,18.6,3.82,10.8,rods
65.9,67.4,13.8,6.1,66.9,rods
147,114,18.3,10.2,27.5,networks
99.7,105,24,5.29,16.5,rods
162,136,32.7,6.32,96,networks
57.5,62.6,16.4,4.47,158,rods
60.8,50.2,14.9,5.21,174,rods
47.3,37.2,13.4,4.5,34.3,rods
59.2,38.7,15.6,4.83,173,rods
67.6,56,16.5,5.23,162,rods
49,60.8,9.4,6.64,166,rods
71,53.9,19.7,4.59,85.7,rods
81.1,65.6,15.6,6.61,138,rods
123,87.7,28.2,5.56,126,networks
62.5,44.7,17.3,4.6,175,rods
169,131,24.5,8.77,37.8,networks
115,108,17.1,8.55,123,networks
67.6,57.9,12.2,7.04,144,rods
60.8,52.4,15.4,5.04,109,rods
72.7,50.1,17.9,5.17,27.4,rods
55.8,55.3,18.3,3.87,103,rods
72.7,70.8,21.1,4.39,92.5,rods
139,116,19.1,9.25,176,networks
69.3,56.4,14.3,6.17,176,rods
96.3,96.9,24.7,4.98,160,rods
106,84.1,23.6,5.75,178,rods
54.1,45.6,9.61,7.17,148,rods
49,35.4,15.3,4.08,150,rods
62.5,46.9,14,5.68,140,rods
142,109,26.6,6.8,43.4,networks
43.9,43.8,12.9,4.33,5.92,rods
91.3,63.8,25.6,4.55,61.8,rods
96.3,57.4,23.1,5.3,141,rods
76.1,69.7,16.6,5.84,51.2,rods
43.9,39.1,11,5.1,109,rods
60.8,47.2,12,6.43,35.7,rods
62.5,72.3,20.4,3.9,120,rods
72.7,67.5,16.6,5.58,70.4,rods
55.8,55.6,13.8,5.14,11.7,rods
52.4,60,8.77,7.61,53.5,rods
99.7,73,15.2,8.37,22.9,rods
106,106,21.4,6.35,173,rods
54.1,46.4,16.6,4.15,138,rods
154,145,25.8,7.59,174,networks
65.9,64.9,18.2,4.61,130,rods
45.6,35.4,14.1,4.13,160,rods
42.3,45,16.1,3.34,98.6,rods
76.1,76.3,17.7,5.48,171,rods
71,54.2,16.7,5.41,10.3,rods
45.6,39.8,15.3,3.79,124,rods
130,109,37.2,4.45,163,networks
108,96.9,24.4,5.64,166,rods
72.7,63.1,11.6,7.95,8.77,rods
43.9,49,14.2,3.94,101,rods
171,131,15.8,13.8,59.7,networks
52.4,39.1,13.1,5.07,124,rods
43.9,44.6,15.2,3.68,58.4,rods
144,133,22,8.32,140,networks
76.1,67.4,19.1,5.06,117,rods
76.1,59.9,20.3,4.78,12.1,rods
49,45.3,17.4,3.58,164,rods
55.8,51.6,14.1,5.02,132,rods
54.1,44.6,13.8,4.99,141,rods
77.7,68.6,15,6.58,169,rods
67.6,46.9,12.5,6.9,45.7,rods
74.4,83.8,11.5,8.26,169,rods
123,108,17,9.26,111,networks
55.8,65.6,9.96,7.13,101,rods
81.1,66,20.7,4.98,164,rods
45.6,36.1,13.8,4.22,15.6,rods
47.3,49,9.96,6.05,145,rods
128,121,16.9,9.68,55.9,networks
54.1,51.6,12.5,5.49,114,rods
43.9,39.8,10.2,5.47,21.6,rods
86.2,78.2,16.9,6.51,94.2,rods
50.7,51.2,9.49,6.8,126,rods
59.2,52.7,12,6.29,146,rods
105,79,18.3,7.28,54.8,rods
103,80.4,15.3,8.56,50.1,rods
60.8,47.5,16.1,4.82,151,rods
77.7,70.8,20.4,4.86,147,rods
42.3,35.4,11.8,4.56,154,rods
47.3,38.7,13.8,4.36,141,rods
57.5,40.9,16.3,4.48,126,rods
54.1,50.1,18.5,3.73,37.6,rods
67.6,39.1,16.3,5.27,47.9,rods
112,94.3,17.6,8.07,168,rods
84.5,77.8,13.6,7.93,149,rods
74.4,71.5,17.7,5.36,78,rods
82.8,80.1,13,8.13,89.2,rods
43.9,38,14.6,3.84,62.4,rods
91.3,67.8,23,5.04,131,rods
108,93.3,24.5,5.61,86.1,rods
47.3,39.1,9.77,6.16,118,rods
74.4,71.2,20.6,4.6,170,rods
60.8,51.9,16.6,4.68,140,rods
89.6,66,23.4,4.88,54.5,rods
69.3,60.8,18.8,4.7,105,rods
82.8,77.2,17.4,6.05,162,rods
50.7,34.3,12.7,5.1,1.23,rods
84.5,74.1,20.9,5.14,27.5,rods
60.8,48.7,17.9,4.33,166,rods
42.3,42.4,8.84,6.09,66,rods
76.1,56.4,13.5,7.16,144,rods
120,60.5,18.7,8.19,82.3,rods
140,95.2,28.2,6.32,60.2,networks
128,87.1,20.5,7.98,72.1,networks
157,113,24.6,8.12,154,networks
122,98.5,31,4.99,160,networks
118,111,21,7.18,61.9,networks
42.3,26.5,7.71,6.98,150,rods
132,89.6,23.5,7.16,31,networks
55.8,38.7,11.2,6.33,121,rods
157,104,26.1,7.66,139,networks
91.3,74.1,15,7.73,46.1,rods
42.3,44.7,8.2,6.56,10.1,rods
65.9,63.4,20,4.19,39.6,rods
64.2,67.8,15.3,5.36,151,rods
103,90.8,26.2,5.01,4.97,rods
125,98.6,40.4,3.94,115,networks
43.9,41.7,13.1,4.26,124,rods
42.3,41.7,12.6,4.27,69.8,rods
96.3,82.5,19.8,6.21,120,rods
52.4,34,13.9,4.79,104,rods
64.2,73,16,5.11,49,rods
74.4,60.5,18,5.27,122,rods
71,57.9,16.4,5.52,104,rods
105,73.4,21.9,6.1,107,rods
72.7,63.1,18.5,5.01,152,rods
49,34.6,14.3,4.35,146,rods
115,119,12.7,11.6,165,networks
142,101,32.7,5.52,115,networks
45.6,35.1,12.4,4.68,179,rods
65.9,46.1,16.1,5.21,138,rods
108,87.7,23.4,5.87,116,rods
64.2,49.1,17.1,4.79,73.2,rods
135,144,20.4,8.45,104,networks
157,152,32.8,6.11,89.3,networks
64.2,46.9,16.7,4.89,109,rods
55.8,48.7,10.5,6.76,108,rods
65.9,60.8,15.1,5.57,110,rods
72.7,60.8,18.8,4.93,114,rods
67.6,39.8,14.2,6.06,39,rods
101,79.3,22.2,5.82,106,rods
140,120,17.9,9.96,95.6,networks
77.7,77,17.7,5.6,128,rods
127,107,29.3,5.5,51.6,networks
69.3,54.7,19.9,4.43,162,rods
45.6,31.4,13.5,4.32,73.4,rods
57.5,51.6,14.7,4.96,39.5,rods
113,81.2,19.7,7.31,42.8,networks
76.1,62.3,12.5,7.74,150,rods
71,61.2,20,4.52,87.2,rods
105,42.7,13.3,10,72.6,rods
115,95.5,24.4,5.99,99.5,networks
125,86.8,34,4.68,90.3,networks
77.7,78.6,28.9,3.43,96.1,rods
57.5,41.7,15.1,4.85,156,rods
57.5,39.8,13.8,5.3,77,rods
89.6,63.7,23.8,4.79,142,rods
43.9,34.6,12.4,4.5,156,rods
54.1,37.2,12.2,5.66,67,rods
110,87.3,12.5,11.2,145,rods
125,98.9,22.3,7.14,104,networks
77.7,55.7,21.4,4.63,72.7,rods
135,99.2,34.8,4.95,77.1,networks
42.3,30.6,12.1,4.44,71.6,rods
98,70.4,22.3,5.59,56.4,rods
59.2,45,15.9,4.72,177,rods
69.3,40.3,16.5,5.35,89.6,rods
137,108,23.2,7.52,117,networks
72.7,47.2,16.3,5.69,39.4,rods
60.8,41.7,15.4,5.02,22,rods
64.2,62.6,22.2,3.68,104,rods
60.8,51.6,18.7,4.15,104,rods
74.4,53.4,19.4,4.87,19.4,rods
108,78.4,27.5,5.01,82.3,rods
176,127,38.7,5.78,80.7,networks
99.7,66,20.8,6.11,71.9,rods
43.9,34.3,12.4,4.51,103,rods
49,50.8,8.69,7.18,90.2,rods
105,79.6,14.1,9.43,138,rods
52.4,46.4,14.9,4.47,48.4,rods
77.7,46.9,15.5,6.4,55.7,rods
43.9,30.6,8.41,6.65,35.2,rods
101,99.1,21.1,6.13,110,rods
69.3,50.2,17.4,5.08,90.6,rods
69.3,48.7,19.5,4.53,33.8,rods
49,32.5,10.2,6.1,179,rods
69.3,49.5,20,4.41,68.7,rods
74.4,43.9,14.4,6.59,44.5,rods
89.6,54.7,24.6,4.63,19.8,rods
96.3,59,18.3,6.69,174,rods
49,34.3,10.7,5.83,106,rods
59.2,53.9,12.6,5.98,177,rods
52.4,36.1,14,4.76,66.5,rods
49,43.8,12.8,4.89,8.09,rods
132,117,37.9,4.43,74.9,networks
110,83.4,34.5,4.05,19.9,rods
86.2,55.7,17.4,6.31,14,rods
89.6,70.4,23.5,4.86,121,rods
72.7,53.3,24.2,3.82,89.8,rods
72.7,60.2,21.4,4.32,175,rods
86.2,69.7,16.3,6.71,43,rods
140,96.5,24.6,7.25,62.9,networks
62.5,52.4,9.51,8.37,175,rods
54.1,34.6,14.7,4.69,145,rods
93,72.9,27.8,4.25,58.2,rods
47.3,45.3,15.9,3.79,72.1,rods
54.1,51,20.6,3.35,175,rods
89.6,51.6,21.9,5.21,39.8,rods
54.1,46.1,12.5,5.52,70,rods
89.6,92.9,17.2,6.62,8.52,rods
43.9,47.2,8.39,6.67,80.5,rods
101,69.7,20.1,6.41,144,rods
86.2,44.6,17.5,6.27,31.9,rods
59.2,37.7,15.8,4.78,22.1,rods
99.7,63.4,27.4,4.64,38.2,rods
69.3,42.7,16.8,5.25,48.5,rods
52.4,33.2,12.2,5.49,34.9,rods
103,76.6,28.5,4.6,58.1,rods
54.1,42.9,11.3,6.11,73.8,rods
84.5,49,18.6,5.79,46.5,rods
42.3,31.7,14.3,3.75,157,rods
84.5,69,26.5,4.06,78.7,rods
50.7,28.3,9.6,6.72,40.7,rods
137,68.3,18.8,9.25,121,rods
166,120,15.7,13.4,99.1,networks
69.3,40.6,16.1,5.48,50.3,rods
108,88.2,28.9,4.77,64.2,rods
47.3,32.1,14.4,4.18,568,rods
52.4,36.9,13.1,5.11,8.85,rods
128,92.9,24.1,6.8,11.6,networks
64.2,42.1,17.8,4.59,11,rods
101,63.1,28.7,4.51,28.4,rods
64.2,43.6,19.4,4.22,2.6,rods
57.5,36.1,13.4,5.47,35.1,rods
62.5,42.1,15,5.31,26.4,rods
65.9,42.4,15.7,5.34,50.5,rods
77.7,46.9,17.9,5.54,70.7,rods
86.2,59.1,20.9,5.24,180,rods
134,73.5,26,6.55,175,rods
77.7,35.4,12.7,7.81,8.12,rods
105,73.8,22.3,5.99,176,rods
59.2,48.7,19.7,3.82,160,rods
49,43.8,16,3.91,40.1,rods
167,137,36.4,5.85,83,networks
57.5,38.7,13.9,5.27,68,rods
84.5,51.9,24,4.49,39.5,rods
169,112,34.8,6.19,38.2,networks
71,44.7,15.6,5.81,18.6,rods
137,122,20.2,8.63,41.6,networks
64.2,42.1,16.2,5.06,174,rods
55.8,40.6,14.8,4.8,66,rods
49,31.7,12.2,5.14,60.1,rods
99.7,87.4,24.6,5.17,163,rods
115,80.8,18.4,7.96,117,networks
60.8,56.8,20.8,3.73,57.6,rods
67.6,46.4,14.9,5.78,37.1,rods
57.5,29.1,10.1,7.25,45.5,rods
101,64.8,16.5,7.82,155,rods
69.3,56.4,10.2,8.66,82.6,rods
108,74.4,31,4.44,116,rods
43.9,42.3,12,4.64,135,rods
117,62.6,19.8,7.49,75,rods
60.8,47.9,16.9,4.59,72.1,rods
166,110,37.5,5.62,76.4,networks
47.3,47.2,11.6,5.21,102,rods
101,90.3,15.9,8.12,59.8,rods
96.3,92.9,15.4,7.98,96.6,rods
64.2,58.6,10.8,7.6,32.2,rods
81.1,70.8,16,6.44,125,rods
103,52.7,22.1,5.95,136,rods
62.5,58.6,20.2,3.94,106,rods
91.3,55.7,24.7,4.7,70.4,rods
81.1,52.8,22,4.69,70.7,rods
59.2,57.1,13.2,5.71,139,rods
110,78.9,18.9,7.39,11.6,rods
65.9,47.3,19.2,4.37,76.2,rods
81.1,76,12.9,7.98,17.6,rods
60.8,59.4,15.7,4.93,13.3,rods
211,153,53.1,5.07,916,networks
237,203,32.9,9.16,31.7,networks
201,168,19.4,13.2,31.1,networks
188,146,28.4,8.4,30.8,networks
328,293,25.7,16.3,131,networks
243,186,22.5,13.8,145,networks
243,207,28.5,10.9,141,networks
210,144,42.5,6.28,168,networks
211,149,20.2,13.3,65.8,networks
179,148,38,6.01,162,networks
228,202,38,7.64,1.96,networks
404,334,34.7,14.8,138,networks
179,176,32.6,6.99,150,networks
188,181,20.6,11.6,159,networks
216,168,25.1,11,177,networks
257,209,55.1,5.93,150,networks
194,144,46.4,5.33,127,networks
193,92.6,39.9,6.15,153,networks
284,152,59.8,6.05,156,networks
201,139,52.9,4.84,180,networks
194,135,28.6,8.64,67.3,networks
226,176,36.6,7.88,167,networks
232,159,28.8,10.2,138,networks
233,148,47.7,6.22,50.6,networks
213,169,24,11.3,54.6,networks
189,147,21.4,11.2,180,networks
194,147,20.6,12,178,networks
218,201,23.4,11.9,30.5,networks
181,141,24.2,9.51,77.6,networks
220,157,38.9,7.19,168,networks
188,157,22,10.9,148,networks
218,173,45.7,6.07,115,networks
183,151,20.5,11.3,12.9,networks
191,197,22.9,10.6,154,networks
210,156,25.6,10.4,44.3,networks
220,200,23.3,12,150,networks
186,164,24.3,9.73,75.7,networks
233,185,43.1,6.89,165,networks
272,156,33.8,10.2,147,networks
210,145,42.5,6.28,41.8,networks
294,200,72.5,5.17,132,networks
213,146,43.5,6.24,122,networks
194,145,30.2,8.19,156,networks
226,164,33.2,8.69,134,networks
196,145,32.2,7.74,156,networks
183,114,41.7,5.57,151,networks
196,128,24.7,10.1,41.3,networks
213,137,25.5,10.6,62.2,networks
179,135,28.2,8.1,123,networks
242,164,28.8,10.7,125,networks
368,242,40.4,11.6,66.2,networks
188,119,24.5,9.73,48.7,networks
270,206,39.7,8.68,86.4,networks
210,116,19.8,13.4,125,networks
189,158,24.8,9.73,86.2,networks
304,195,43.4,8.93,66.5,networks
221,152,18.8,15,65.6,networks
886,548,40,28.2,21.9,networks
257,202,23.1,14.1,90.7,networks
372,260,37.5,12.6,106,networks
228,133,37.6,7.72,6.96,networks
399,273,33.1,15.3,127,networks
277,216,26.8,13.2,8.39,networks
444,304,31.3,18.1,84.5,networks
475,359,26.3,23,166,networks
184,119,49.7,4.72,73.7,networks
183,93.3,17.2,13.5,132,networks
188,143,24.6,9.72,129,networks
238,83.8,23.6,12.9,66.6,networks
279,153,25.5,13.9,143,networks
389,252,30.1,16.5,154,networks
255,167,29,11.2,140,networks
296,183,25.5,14.8,4.01,networks
438,343,33.8,16.5,11.5,networks
392,285,42.9,11.6,61.7,networks
186,106,19.4,12.2,170,networks
346,302,22.4,19.7,66.3,networks
237,142,50.8,5.94,40.4,networks
509,252,38.8,16.7,35.5,networks
